"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","below_below_below_superkingdom","below_below_below_below_superkingdom","below_below_below_below_below_superkingdom","phylum","below_phylum","below_below_phylum","subphylum","class","below_class","below_below_class","below_below_below_class","subclass","order","below_order","below_below_order","suborder","family","below_family","below_below_family","below_below_below_family","subfamily","tribe","genus","below_genus","subgenus","species_group","species_subgroup","species","below_species","below_below_species","below_below_below_species","subspecies","below_subspecies"
"186822","1385","family","Paenibacillaceae","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186822","","","","","","","","","","","","","","","",""
"92713","51291","family","Parachlamydiaceae","1","131567","2","1783257","","","","","204428","","","","204429","","","","","51291","","","","92713","","","","","","","","","","","","","","","",""
"255474","255473","family","Parvularculaceae","1","131567","2","","","","","","1224","","","","28211","","","","","255473","","","","255474","","","","","","","","","","","","","","","",""
"712","135625","family","Pasteurellaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135625","","","","712","","","","","","","","","","","","","","","",""
"361606","588673","family","Patulibacteraceae","1","131567","2","1783272","","","","","201174","","","","1497346","","","","","588673","","","","361606","","","","","","","","","","","","","","","",""
"1903410","91347","family","Pectobacteriaceae","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","1903410","","","","","","","","","","","","","","","",""
"1655514","54526","family","Pelagibacteraceae","1","131567","2","","","","","","1224","","","","28211","","","","","54526","","","","1655514","","","","","","","","","","","","","","","",""
"186807","186802","family","Peptococcaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186807","","","","","","","","","","","","","","","",""
"1570339","1737405","family","Peptoniphilaceae","1","131567","2","1783272","","","","","1239","","","","1737404","","","","","1737405","","","","1570339","","","","","","","","","","","","","","","",""
"186804","186802","family","Peptostreptococcaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","186804","","","","","","","","","","","","","","","",""
"1853234","768507","family","Persicobacteraceae","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","1853234","","","","","","","","","","","","","","","",""
"69277","356","family","Phyllobacteriaceae","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","69277","","","","","","","","","","","","","","","",""
"135616","72273","family","Piscirickettsiaceae","1","131567","2","","","","","","1224","","","","1236","","","","","72273","","","","135616","","","","","","","","","","","","","","","",""
"126","112","family","Planctomycetaceae","1","131567","2","1783257","","","","","203682","","","","203683","","","","","112","","","","126","","","","","","","","","","","","","","","",""
"186818","1385","family","Planococcaceae","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186818","","","","","","","","","","","","","","","",""
"49","80812","family","Polyangiaceae","1","131567","2","","","","","","1224","","","68525","28221","","","","","29","","","80812","49","","","","","","","","","","","","","","","",""
"171551","171549","family","Porphyromonadaceae","1","131567","2","1783270","68336","","","","976","","","","200643","","","","","171549","","","","171551","","","","","","","","","","","","","","","",""
"1706374","1706369","family","Porticoccaceae","1","131567","2","","","","","","1224","","","","1236","","","","","1706369","","","","1706374","","","","","","","","","","","","","","","",""
"171552","171549","family","Prevotellaceae","1","131567","2","1783270","68336","","","","976","","","","200643","","","","","171549","","","","171552","","","","","","","","","","","","","","","",""
"1213","1890424","family","Prochloraceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1890424","","","","1213","","","","","","","","","","","","","","","",""
"1471398","171549","family","Prolixibacteraceae","1","131567","2","1783270","68336","","","","976","","","","200643","","","","","171549","","","","1471398","","","","","","","","","","","","","","","",""
"85017","85006","family","Promicromonosporaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85017","","","","","","","","","","","","","","","",""
"31957","85009","family","Propionibacteriaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85009","","","","31957","","","","","","","","","","","","","","","",""
"1890436","1890424","family","Pseudanabaenaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1890424","","","","1890436","","","","","","","","","","","","","","","",""
"267888","135622","family","Pseudoalteromonadaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","267888","","","","","","","","","","","","","","","",""
"135621","72274","family","Pseudomonadaceae","1","131567","2","","","","","","1224","","","","1236","","","","","72274","","","","135621","","","","","","","","","","","","","","","",""
"2070","85010","family","Pseudonocardiaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85010","","","","2070","","","","","","","","","","","","","","","",""
"267894","135622","family","Psychromonadaceae","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","267894","","","","","","","","","","","","","","","",""
"415002","415001","family","Puniceicoccaceae","1","131567","2","1783257","","","","","74201","","","","414999","","","","","415001","","","","415002","","","","","","","","","","","","","","","",""
"82115","356","family","Rhizobiaceae","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","82115","","","","","","","","","","","","","","","",""
"1775411","135614","family","Rhodanobacteraceae","1","131567","2","","","","","","1224","","","","1236","","","","","135614","","","","1775411","","","","","","","","","","","","","","","",""
"31989","204455","family","Rhodobacteraceae","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","","","","","","","","","","",""
"119043","356","family","Rhodobiaceae","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","119043","","","","","","","","","","","","","","","",""
"75787","206389","family","Rhodocyclaceae","1","131567","2","","","","","","1224","","","","28216","","","","","206389","","","","75787","","","","","","","","","","","","","","","",""
"41295","204441","family","Rhodospirillaceae","1","131567","2","","","","","","1224","","","","28211","","","","","204441","","","","41295","","","","","","","","","","","","","","","",""
"563843","1100069","family","Rhodothermaceae","1","131567","2","1783270","68336","","","","976","","","","","","","","","1100069","","","","563843","","","","","","","","","","","","","","","",""
"775","766","family","Rickettsiaceae","1","131567","2","","","","","","1224","","","","28211","","","","","766","","","","775","","","","","","","","","","","","","","","",""
"171550","171549","family","Rikenellaceae","1","131567","2","1783270","68336","","","","976","","","","200643","","","","","171549","","","","171550","","","","","","","","","","","","","","","",""
"1185","1161","family","Rivulariaceae","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1161","","","","1185","","","","","","","","","","","","","","","",""
"1508635","1508595","family","Roseiflexaceae","1","131567","2","1783272","","","","","200795","","","","32061","","","","","32064","","","1508595","1508635","","","","","","","","","","","","","","","",""
"1331736","85006","family","Ruaniaceae","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","1331736","","","","","","","","","","","","","","","",""
"1648490","48461","family","Rubritaleaceae","1","131567","2","1783257","","","","","74201","","","","203494","","","","","48461","","","","1648490","","","","","","","","","","","","","","","",""
"84997","84996","family","Rubrobacteraceae","1","131567","2","1783272","","","","","201174","","","","84995","","","","","84996","","","","84997","","","","","","","","","","","","","","","",""
"541000","186802","family","Ruminococcaceae","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","541000","","","","","","","","","","","","","","","",""
